RetainedRef	DuplicateRef
gene=YNCD0029C	gene=YNCJ0018W
gene=YNCD0029C	unassigned_transcript_3357
gene=LTO1	unassigned_transcript_5045
gene=YGR067C	unassigned_transcript_2348
gene=GTF1	unassigned_transcript_2384
gene=ARG56	unassigned_transcript_1707
gene=THI5	unassigned_transcript_1864
gene=RAD50	unassigned_transcript_5055
gene=SER33	unassigned_transcript_3014
gene=ELP6	unassigned_transcript_4952
gene=ABP1	unassigned_transcript_704
gene=KIN82	unassigned_transcript_707
gene=COS7	unassigned_transcript_726
gene=TRM1	unassigned_transcript_1098
gene=BUD16	unassigned_transcript_1588
gene=EOS1	unassigned_transcript_5218
gene=YLR287C	unassigned_transcript_4265
gene=ADE2	unassigned_transcript_5698
gene=RPA190	unassigned_transcript_5914
gene=MAK3	unassigned_transcript_6315
gene=SUM1	unassigned_transcript_1297
gene=HEM25	unassigned_transcript_851
gene=CAF16	unassigned_transcript_1894
gene=SWD1	unassigned_transcript_74
gene=FAR7	unassigned_transcript_1937
gene=CKA2	unassigned_transcript_5632
gene=YOL131W	unassigned_transcript_5425
gene=SSE2	unassigned_transcript_401
gene=MXR1	unassigned_transcript_1673
gene=COX13	unassigned_transcript_2077
gene=TMS1	unassigned_transcript_1082
gene=OSM1	unassigned_transcript_3421
gene=SKN7	unassigned_transcript_2886
gene=YNCH0015W	unassigned_transcript_2858
gene=RPL9B	unassigned_transcript_5232
gene=YNCB0013W	unassigned_transcript_285
gene=RPL5	unassigned_transcript_6129
gene=RPR1	unassigned_transcript_1599
gene=URB1	unassigned_transcript_3753
gene=RCE1	unassigned_transcript_4913
gene=NBA1	unassigned_transcript_5491
gene=RTC3	unassigned_transcript_2757
gene=MRPS8	unassigned_transcript_4781
gene=YNCB0012W	unassigned_transcript_283
gene=VPS60	unassigned_transcript_1478
gene=TRZ1	unassigned_transcript_3849
gene=FET3	unassigned_transcript_4673
gene=ASH1	unassigned_transcript_3578
gene=PMT7	unassigned_transcript_1294
gene=TDH1	unassigned_transcript_3312
gene=MES1	unassigned_transcript_2567
gene=YNCB0005C	unassigned_transcript_203
gene=YNCB0005C	gene=SUF20
gene=YNCB0005C	unassigned_transcript_1938
gene=YNCB0005C	gene=SUF23
gene=YNCB0005C	unassigned_transcript_3422
gene=CLB1	unassigned_transcript_2391
gene=CYT2	unassigned_transcript_3675
gene=TFS1	unassigned_transcript_4156
gene=YKU80	unassigned_transcript_4725
gene=JIP4	unassigned_transcript_1467
unassigned_transcript_2491	unassigned_transcript_3358
unassigned_transcript_2491	unassigned_transcript_4667
gene=PSG1	unassigned_transcript_3685
gene=SKP2	unassigned_transcript_4991
gene=FIR1	unassigned_transcript_1661
gene=MSI1	unassigned_transcript_425
gene=YNCH0009C	gene=YNCF0005C
gene=YNCH0009C	gene=YNCG0020C
gene=YNCH0009C	gene=YNCP0008C
gene=MDM38	unassigned_transcript_5536
gene=PST2	unassigned_transcript_995
gene=CDC36	unassigned_transcript_806
gene=MED2	unassigned_transcript_959
gene=YLL056C	unassigned_transcript_3888
gene=NQM1	unassigned_transcript_2325
gene=RNA14	unassigned_transcript_4676
gene=AIM6	unassigned_transcript_737
gene=PAM16	unassigned_transcript_3257
gene=SNR34	unassigned_transcript_4374
gene=AMD1	unassigned_transcript_4563
gene=PEX7	unassigned_transcript_1118
gene=EMC5	unassigned_transcript_3061
gene=MNT4	unassigned_transcript_5369
gene=ALO1	unassigned_transcript_4503
gene=MRP13	unassigned_transcript_2363
gene=TAF13	unassigned_transcript_4492
gene=RIM8	unassigned_transcript_2223
gene=SUR1	unassigned_transcript_6206
gene=SRB6	unassigned_transcript_489
gene=VAC14	unassigned_transcript_4371
gene=NDE2	unassigned_transcript_883
gene=THI3	unassigned_transcript_888
gene=ADE12	unassigned_transcript_5083
gene=RCN2	unassigned_transcript_5794
gene=ITT1	unassigned_transcript_4522
gene=YDL186W	unassigned_transcript_786
gene=TGL4	unassigned_transcript_3859
unassigned_transcript_2820	unassigned_transcript_66
gene=YGL258W-A	unassigned_transcript_2005
gene=YLR361C-A	unassigned_transcript_4345
gene=CDC3	unassigned_transcript_4295
gene=RGT2	unassigned_transcript_830
gene=AQY3	unassigned_transcript_1867
gene=PSR2	unassigned_transcript_3962
gene=INO80	unassigned_transcript_2116
gene=GPI17	unassigned_transcript_1428
gene=MDY2	unassigned_transcript_5445
gene=YPR159C-A	unassigned_transcript_6433
gene=SNR68	unassigned_transcript_2949
gene=RAS1	unassigned_transcript_5673
gene=HEL1	unassigned_transcript_3785
gene=YHR033W	unassigned_transcript_2693
gene=GET2	unassigned_transcript_1725
gene=SHH4	unassigned_transcript_4144
gene=PZF1	unassigned_transcript_6461
gene=USA1	unassigned_transcript_4568
gene=YGL140C	unassigned_transcript_2126
gene=QRI5	unassigned_transcript_4179
gene=PUG1	unassigned_transcript_1847
gene=MSF1	unassigned_transcript_6312
gene=SRN2	unassigned_transcript_4065
gene=MRM2	unassigned_transcript_2130
gene=SKM1	unassigned_transcript_5443
gene=ADE16	unassigned_transcript_3972
gene=PCT1	unassigned_transcript_2503
gene=CLN1	unassigned_transcript_4830
gene=SWE1	unassigned_transcript_3173
gene=MSC2	unassigned_transcript_1181
gene=VAM10	unassigned_transcript_5640
gene=THI11	unassigned_transcript_3534
gene=PPM1	unassigned_transcript_1429
gene=HSX1	unassigned_transcript_3426
gene=COX5A	unassigned_transcript_5249
gene=SKN1	unassigned_transcript_2431
gene=QCR6	unassigned_transcript_1974
gene=NUP60	unassigned_transcript_72
gene=ACF4	unassigned_transcript_3455
gene=XBP1	unassigned_transcript_2986
gene=POF1	unassigned_transcript_565
gene=RAX2	unassigned_transcript_4027
gene=TRM8	unassigned_transcript_773
gene=CHP1	unassigned_transcript_6035
gene=SPS4	unassigned_transcript_5889
gene=AFR1	unassigned_transcript_1059
gene=GLT1	unassigned_transcript_800
gene=VPS24	unassigned_transcript_3724
gene=YGL034C	unassigned_transcript_2235
gene=BBP1	unassigned_transcript_6005
gene=MSN4	unassigned_transcript_3703
gene=YGL230C	unassigned_transcript_2035
gene=CSF1	unassigned_transcript_4030
gene=ATG45	unassigned_transcript_3063
gene=MSN2	unassigned_transcript_4647
gene=TPC1	unassigned_transcript_2378
gene=ARR1	unassigned_transcript_6473
gene=IRC23	unassigned_transcript_5617
gene=LUG1	unassigned_transcript_4335
gene=CAF20	unassigned_transcript_5850
gene=KAP122	unassigned_transcript_2253
gene=CDC10	unassigned_transcript_612
gene=YLR031W	unassigned_transcript_3975
gene=GPI2	unassigned_transcript_6185
gene=YHC1	unassigned_transcript_4276
gene=MRX16	unassigned_transcript_1110
gene=PGM1	unassigned_transcript_3634
gene=RLI1	unassigned_transcript_1066
gene=AUR1	unassigned_transcript_3765
gene=VAM7	unassigned_transcript_2052
gene=TAF6	unassigned_transcript_2154
gene=CYB2	unassigned_transcript_4538
gene=NRM1	unassigned_transcript_5316
gene=RSC9	unassigned_transcript_4460
gene=YSC83	unassigned_transcript_2674
gene=IOC3	unassigned_transcript_1945
gene=MRP35	unassigned_transcript_5179
gene=FYV12	unassigned_transcript_5755
gene=LST7	unassigned_transcript_2338
gene=TLG2	unassigned_transcript_5549
gene=TAT1	unassigned_transcript_299
gene=ARO8	unassigned_transcript_2064
gene=PWR1	unassigned_transcript_3117
gene=KAP123	unassigned_transcript_1753
gene=FLC1	unassigned_transcript_6039
gene=TRS31	unassigned_transcript_1465
gene=ADE57	unassigned_transcript_2031
gene=OCA5	unassigned_transcript_2617
gene=RPL4B	unassigned_transcript_975
gene=YNCH0003C	unassigned_transcript_2659
gene=YNCH0003C	gene=YNCC0014W
gene=YNCH0003C	unassigned_transcript_715
gene=YNCH0003C	gene=YNCO0013C
gene=YNCH0003C	unassigned_transcript_5581
gene=STE50	unassigned_transcript_578
gene=PSA1	unassigned_transcript_911
gene=CDC7	unassigned_transcript_946
gene=TRM2	unassigned_transcript_3824
gene=SOK1	unassigned_transcript_970
gene=RRN5	unassigned_transcript_4084
gene=NOG1	unassigned_transcript_6168
gene=YBR259W	unassigned_transcript_496
gene=TCP1	unassigned_transcript_1195
gene=YAL065C	unassigned_transcript_4
gene=MPP6	unassigned_transcript_5331
gene=DDL1	unassigned_transcript_5593
gene=LEC1	unassigned_transcript_6359
gene=ORC1	unassigned_transcript_4525
gene=CIM1	unassigned_transcript_5685
gene=REA1	unassigned_transcript_4050
gene=PTH4	unassigned_transcript_5442
gene=UBP14	unassigned_transcript_288
gene=CDC12	unassigned_transcript_2776
gene=YCT1	unassigned_transcript_3889
gene=YNCF0009C	gene=YNCO0008W
gene=MRPL33	unassigned_transcript_4926
gene=GLC8	unassigned_transcript_4951
gene=YFR012W-A	unassigned_transcript_1944
gene=SLP1	unassigned_transcript_5726
gene=YIL059C	unassigned_transcript_3029
gene=YHR131C	unassigned_transcript_2801
gene=IPT1	unassigned_transcript_1045
gene=OCT1	unassigned_transcript_3627
gene=YBR184W	unassigned_transcript_415
gene=YPP1	unassigned_transcript_2499
gene=FMO1	unassigned_transcript_2853
gene=CDC53	unassigned_transcript_837
gene=RMI1	unassigned_transcript_6238
gene=HOS3	unassigned_transcript_6145
gene=YIL046W-A	unassigned_transcript_3042
gene=NOP13	unassigned_transcript_5124
gene=SIS2	unassigned_transcript_3841
gene=YJL113W	unassigned_transcript_3247
gene=MSB1	unassigned_transcript_5761
gene=IRC10	unassigned_transcript_5552
gene=YNCB0018W	unassigned_transcript_444
gene=YNCB0018W	gene=YNCG0016C
gene=YNCB0018W	unassigned_transcript_2214
gene=PDR3	unassigned_transcript_213
gene=STE18	unassigned_transcript_3458
gene=BUD9	unassigned_transcript_2323
gene=UBC11	unassigned_transcript_5912
gene=STP4	unassigned_transcript_918
gene=YOL159C-A	unassigned_transcript_5397
gene=SPO73	unassigned_transcript_1678
gene=SGV1	unassigned_transcript_6436
gene=DNF2	unassigned_transcript_1068
gene=NOP14	unassigned_transcript_820
gene=GAL3	unassigned_transcript_972
gene=CMR1	unassigned_transcript_814
gene=EMW1	unassigned_transcript_4989
gene=SMA2	unassigned_transcript_4524
gene=TRS23	unassigned_transcript_1227
gene=YPL071C	unassigned_transcript_6189
gene=PLB1	unassigned_transcript_4607
gene=YGL149W	unassigned_transcript_2117
gene=YNL011C	unassigned_transcript_5296
gene=PET54	unassigned_transcript_2526
gene=ARN2	unassigned_transcript_2599
gene=DMO1	unassigned_transcript_3495
gene=YOR062C	unassigned_transcript_5633
gene=ECM7	unassigned_transcript_4432
gene=SIR2	unassigned_transcript_925
gene=IFA38	unassigned_transcript_390
gene=CDC15	unassigned_transcript_83
gene=NCW1	unassigned_transcript_4746
gene=YBL008W-A	unassigned_transcript_209
gene=GAS5	unassigned_transcript_5533
gene=REV1	unassigned_transcript_5923
gene=ULA1	unassigned_transcript_6259
gene=ECM32	unassigned_transcript_1836
gene=MRX14	unassigned_transcript_1092
gene=EFT1	unassigned_transcript_5704
gene=GPM2	unassigned_transcript_942
gene=NRD1	unassigned_transcript_5054
gene=YTM1	unassigned_transcript_5846
gene=MCM10	unassigned_transcript_2933
gene=APL5	unassigned_transcript_6064
gene=PSY2	unassigned_transcript_5100
gene=ADH7	unassigned_transcript_722
gene=MTF2	unassigned_transcript_923
gene=BFR2	unassigned_transcript_1285
gene=YOL163W	unassigned_transcript_5393
gene=TKL1	unassigned_transcript_6338
gene=CSR2	unassigned_transcript_6296
gene=MDH2	unassigned_transcript_5430
gene=GCN1	unassigned_transcript_2071
gene=YHL017W	unassigned_transcript_2630
gene=MSH3	unassigned_transcript_708
gene=MDG1	unassigned_transcript_5125
gene=SHR5	unassigned_transcript_5446
gene=RIM101	unassigned_transcript_2619
gene=DPB11	unassigned_transcript_3273
gene=UTP23	unassigned_transcript_5571
gene=YJL068C	unassigned_transcript_3296
gene=GUT2	unassigned_transcript_2928
gene=MSW1	unassigned_transcript_1257
gene=PET112	unassigned_transcript_136
gene=YMR181C	unassigned_transcript_4808
gene=SIL1	unassigned_transcript_5532
gene=DCP1	unassigned_transcript_5408
gene=AMF1	unassigned_transcript_5954
gene=CLA4	unassigned_transcript_5003
gene=HTZ1	unassigned_transcript_5556
gene=YGR045C	unassigned_transcript_2327
gene=YKT6	unassigned_transcript_3566
gene=YOR314W	unassigned_transcript_5890
gene=FLO9	unassigned_transcript_9
gene=SNR53	unassigned_transcript_1566
gene=SEC72	unassigned_transcript_4271
gene=BRF1	unassigned_transcript_2549
gene=INA22	unassigned_transcript_3122
gene=SNR67	unassigned_transcript_1565
gene=CAP2	unassigned_transcript_3055
gene=ETP1	unassigned_transcript_2638
gene=YIL067C	unassigned_transcript_3021
gene=CBS2	unassigned_transcript_1175
gene=NPR3	unassigned_transcript_2623
gene=DSF2	unassigned_transcript_228
gene=MED8	unassigned_transcript_423
gene=MCD4	unassigned_transcript_3597
gene=GSC2	unassigned_transcript_2309
gene=RGL1	unassigned_transcript_6194
gene=SHM2	unassigned_transcript_4003
gene=YPL261C	unassigned_transcript_5994
gene=YPR014C	unassigned_transcript_6278
gene=CDC21	unassigned_transcript_5647
gene=YNCE0016C	unassigned_transcript_1715
gene=YNCE0016C	gene=YNCG0036W
gene=YNCE0016C	unassigned_transcript_2441
gene=YNCE0016C	gene=YNCO0029C
gene=YNCE0016C	unassigned_transcript_5864
gene=BMT6	unassigned_transcript_4007
gene=YGL204C	unassigned_transcript_2061
gene=MAD2	unassigned_transcript_3340
gene=LDH1	unassigned_transcript_438
gene=FAT1	unassigned_transcript_268
gene=EMC10	unassigned_transcript_1027
gene=YEL008W	unassigned_transcript_1616
gene=GPI19	unassigned_transcript_1431
gene=YLR302C	unassigned_transcript_4281
gene=GAL2	unassigned_transcript_4024
gene=MAC1	unassigned_transcript_4629
gene=RIM15	unassigned_transcript_1890
gene=PUT2	unassigned_transcript_2697
gene=YJL218W	unassigned_transcript_3146
gene=NUD1	unassigned_transcript_5948
gene=YGL138C	unassigned_transcript_2128
gene=PTC3	unassigned_transcript_159
gene=CKB2	unassigned_transcript_5611
gene=GYP5	unassigned_transcript_6011
gene=RAD7	unassigned_transcript_3423
gene=SWS2	unassigned_transcript_5217
gene=DPH6	unassigned_transcript_4087
gene=EEB1	unassigned_transcript_6166
gene=ATP7	unassigned_transcript_3751
gene=TAF10	unassigned_transcript_1141
unassigned_transcript_4101	unassigned_transcript_4111
gene=ARC19	unassigned_transcript_3754
gene=JHD1	unassigned_transcript_1685
gene=BNA1	unassigned_transcript_3393
gene=RKM4	unassigned_transcript_1238
gene=FMP27	unassigned_transcript_4442
gene=SUT035	unassigned_transcript_665
gene=SNR47	unassigned_transcript_1015
gene=REG2	unassigned_transcript_278
gene=RSN1	unassigned_transcript_4903
gene=RMD9	unassigned_transcript_2158
gene=LCB5	unassigned_transcript_4238
gene=ASI3	unassigned_transcript_5299
gene=HSH49	unassigned_transcript_5895
gene=TAF1	unassigned_transcript_2575
gene=CDC20	unassigned_transcript_2150
gene=YGL006W-A	unassigned_transcript_2264
gene=HMI1	unassigned_transcript_5466
gene=TFC7	unassigned_transcript_5681
gene=YOR293C-A	unassigned_transcript_5869
gene=ATG18	unassigned_transcript_1955
gene=SKG1	unassigned_transcript_3871
gene=HEM13	unassigned_transcript_1017
gene=ERG12	unassigned_transcript_4840
gene=RPS8B	unassigned_transcript_1746
gene=BRP1	unassigned_transcript_2263
gene=YGL260W	unassigned_transcript_2003
gene=MAK11	unassigned_transcript_3745
gene=PKH1	unassigned_transcript_1482
gene=CYS4	unassigned_transcript_2445
gene=YPD1	unassigned_transcript_739
gene=OMA1	unassigned_transcript_3857
gene=SMB1	unassigned_transcript_1658
gene=KTR6	unassigned_transcript_6210
gene=YNR075C-A	unassigned_transcript_5386
gene=RIA1	unassigned_transcript_5133
gene=AIM36	unassigned_transcript_4780
gene=MGS1	unassigned_transcript_5085
gene=MND2	unassigned_transcript_3123
gene=ABF1	unassigned_transcript_3647
gene=NUP2	unassigned_transcript_4319
gene=SAC7	unassigned_transcript_1388
gene=ENT4	unassigned_transcript_3904
gene=GEP4	unassigned_transcript_2769
gene=DAL7	unassigned_transcript_3129
gene=PHM6	unassigned_transcript_1268
gene=VHS2	unassigned_transcript_2947
gene=COX19	unassigned_transcript_3923
gene=LOC1	unassigned_transcript_1929
gene=SCS7	unassigned_transcript_4910
gene=SRO77	unassigned_transcript_108
gene=CDC73	unassigned_transcript_4406
gene=BTT1	unassigned_transcript_1233
gene=IRC16	unassigned_transcript_6305
gene=EFT2	unassigned_transcript_1384
gene=VMA4	unassigned_transcript_5906
gene=SDH8	unassigned_transcript_506
gene=YGR204C-A	unassigned_transcript_2506
gene=RHO2	unassigned_transcript_5209
gene=MGA2	unassigned_transcript_3131
gene=PRY3	unassigned_transcript_3284
gene=PKH2	unassigned_transcript_5460
gene=SNR8	unassigned_transcript_5845
gene=YKL183C-A	unassigned_transcript_3580
gene=HXT11	unassigned_transcript_5401
gene=VPS72	unassigned_transcript_1477
gene=TMA7	unassigned_transcript_4241
gene=ERG28	unassigned_transcript_1675
gene=FMP33	unassigned_transcript_3197
gene=EMT4	unassigned_transcript_4782
gene=MAK32	unassigned_transcript_634
gene=UTP13	unassigned_transcript_4196
gene=SEA4	unassigned_transcript_110
gene=SSA3	unassigned_transcript_140
gene=PRP6	unassigned_transcript_282
gene=SAP185	unassigned_transcript_3265
gene=LIP5	unassigned_transcript_5774
gene=MPF1	unassigned_transcript_5154
gene=COQ21	unassigned_transcript_465
gene=IST3	unassigned_transcript_3098
gene=YIR042C	unassigned_transcript_3139
gene=YER138W-A	unassigned_transcript_1791
gene=TAF5	unassigned_transcript_430
gene=ATG2	unassigned_transcript_5063
gene=ACF2	unassigned_transcript_4088
gene=MTO1	unassigned_transcript_2029
gene=SRP68	unassigned_transcript_6018
gene=RMA1	unassigned_transcript_3629
gene=RPL15B	unassigned_transcript_4744
gene=YBL086C	unassigned_transcript_131
gene=NOC3	unassigned_transcript_3944
gene=ECM30	unassigned_transcript_4424
gene=HIR2	unassigned_transcript_5610
gene=COM2	unassigned_transcript_1773
gene=HSP33	unassigned_transcript_5967
gene=DSE2	unassigned_transcript_2817
gene=HTA2	unassigned_transcript_219
gene=YNCK0005C	unassigned_transcript_3598
gene=HSP12	unassigned_transcript_1910
gene=PEX31	unassigned_transcript_2274
gene=LOT5	unassigned_transcript_3581
gene=MGL2	unassigned_transcript_4842
gene=OSI1	unassigned_transcript_3691
gene=CPR6	unassigned_transcript_4191
gene=YDR169C-A	unassigned_transcript_1144
gene=YJR115W	unassigned_transcript_3490
gene=PCL5	unassigned_transcript_2737
gene=RPS22A	unassigned_transcript_3171
gene=SEG1	unassigned_transcript_4703
gene=SNR19	unassigned_transcript_5081
gene=CHS5	unassigned_transcript_4310
gene=CLN3	unassigned_transcript_29
gene=ENP1	unassigned_transcript_483
gene=UGP1	unassigned_transcript_3730
gene=TCM62	unassigned_transcript_271
gene=YME2	unassigned_transcript_4942
gene=VAC17	unassigned_transcript_548
gene=SAF1	unassigned_transcript_516
gene=SYF1	unassigned_transcript_1413
gene=PLP2	unassigned_transcript_5856
gene=PRO2	unassigned_transcript_5899
gene=NIF3	unassigned_transcript_2046
gene=YOR131C	unassigned_transcript_5702
gene=MVP1	unassigned_transcript_4603
gene=TVP18	unassigned_transcript_4686
gene=PPN1	unassigned_transcript_1445
gene=FMP42	unassigned_transcript_4853
gene=AIM10	unassigned_transcript_1729
gene=IBA57	unassigned_transcript_3497
gene=YIR016W	unassigned_transcript_3110
gene=YNCG0028W	unassigned_transcript_2389
gene=ARG8	unassigned_transcript_5417
gene=UTP5	unassigned_transcript_1397
gene=CBF5	unassigned_transcript_4153
gene=PGS1	unassigned_transcript_606
gene=BCK1	unassigned_transcript_3268
gene=GID10	unassigned_transcript_2347
gene=PCP1	unassigned_transcript_2383
gene=LSC1	unassigned_transcript_5711
gene=GAL80	unassigned_transcript_4543
gene=PDX1	unassigned_transcript_2494
gene=STE11	unassigned_transcript_4346
gene=ZWF1	unassigned_transcript_5064
gene=YML122C	unassigned_transcript_4466
gene=PAC11	unassigned_transcript_1480
gene=YNL058C	unassigned_transcript_5240
gene=EAF3	unassigned_transcript_6288
gene=SSH4	unassigned_transcript_3637
gene=RSC58	unassigned_transcript_3977
gene=STE3	unassigned_transcript_3586
gene=SNQ2	unassigned_transcript_974
gene=TVS1	unassigned_transcript_680
